
3.03544992419513e+002	1.81969525168491e+001
2.96351556229377e+002	1.81634454905658e+001
2.88862035137787e+002	1.81072352244206e+001
2.83233746544190e+002	1.80792829751182e+001
2.76049228573977e+002	1.80344115885898e+001
2.68546330152502e+002	1.79952478628123e+001
2.65115490948007e+002	1.79671172491114e+001
2.61065727280835e+002	1.79276732364220e+001
2.57634888076340e+002	1.78995426227211e+001
2.53262284847944e+002	1.78714884509052e+001
2.47647373584233e+002	1.78264896612350e+001
2.42337465441898e+002	1.77928297511817e+001
2.37345937750825e+002	1.77534621803774e+001
2.26089360563632e+002	1.76975576817724e+001
2.21747971104967e+002	1.76297282490986e+001
2.18317131900473e+002	1.76015976353977e+001
2.14576830464639e+002	1.75678103222025e+001
2.11464371711406e+002	1.75339720477507e+001
2.06163381788995e+002	1.74889477774522e+001
2.02427539463123e+002	1.74494782841345e+001
1.98063854454651e+002	1.74100597520735e+001
1.92448943190939e+002	1.73650609624033e+001
1.88399179523767e+002	1.73256169497140e+001
1.85600642111834e+002	1.72917531946338e+001
1.83730491393918e+002	1.72748595380362e+001
1.81559796664586e+002	1.72409448216993e+001
1.79689645946669e+002	1.72240511651017e+001
1.76877731204852e+002	1.72072339503892e+001
1.73460269330242e+002	1.71620567963206e+001
1.69419423882993e+002	1.71112484233861e+001
1.65374119325783e+002	1.70661222305742e+001
1.62261660572550e+002	1.70322839561224e+001
1.59449745830732e+002	1.70154667414098e+001
1.56947293320253e+002	1.70043062261915e+001
1.55404441273522e+002	1.69703405485979e+001
1.53556586105413e+002	1.69250359913875e+001
1.51403727815928e+002	1.68683925545604e+001
1.50484259341835e+002	1.68400580958326e+001
1.47986265941318e+002	1.68232154004918e+001
1.45802193882101e+002	1.68063472245226e+001
1.43932043164184e+002	1.67894535679250e+001
1.40815125300990e+002	1.67612974735957e+001
1.39263355034335e+002	1.67386961562472e+001
1.36774279853741e+002	1.67104891006612e+001
1.34917506465709e+002	1.66765489036960e+001
1.31805047712477e+002	1.66427106292441e+001
1.28392044947828e+002	1.65918512950529e+001
1.25606884865781e+002	1.65409409996050e+001
1.22507803442433e+002	1.64900561847855e+001
1.19422099348970e+002	1.64221248295983e+001
1.15695175243022e+002	1.63712909760355e+001
1.12600552929635e+002	1.63147239810934e+001
1.09497012396326e+002	1.62695213463964e+001
1.07666993668064e+002	1.62014880686958e+001
1.04899670025863e+002	1.61278490527576e+001
1.03060733077678e+002	1.60711801353021e+001
1.01230714349416e+002	1.60031468576015e+001
9.93873182912691e+001	1.59521601202686e+001
9.75706768928922e+001	1.58670803022003e+001
9.57317399447070e+001	1.58104113847447e+001
9.51707839115313e+001	1.57252296441630e+001
9.36502274146080e+001	1.56628530659566e+001
9.28110229198252e+001	1.55322393650227e+001
9.09899224114867e+001	1.54528417270770e+001
8.98234192455186e+001	1.53393000471392e+001
8.86435387496656e+001	1.52428049075690e+001
8.74636582538125e+001	1.51463097679989e+001
8.71987871220904e+001	1.50838312672791e+001
8.69562115401766e+001	1.49929418659464e+001
8.63729599571925e+001	1.49361710259775e+001
8.51663248015696e+001	1.48737689671427e+001
8.30134665120842e+001	1.48171255303156e+001
8.02283064300366e+001	1.47662152348677e+001
7.62097565325961e+001	1.46869959613204e+001
7.18594488540087e+001	1.46305308888917e+001
6.81459020779452e+001	1.45626504949612e+001
6.41318112904664e+001	1.44777490412914e+001
5.82163560153393e+001	1.44157291918819e+001
5.38705074467136e+001	1.43535819393306e+001
4.89057344154107e+001	1.42801212877910e+001
4.08285026308749e+001	1.41728223617994e+001
3.49175064657094e+001	1.41051203322674e+001
3.15223401409079e+001	1.40315322775860e+001
2.87327209488986e+001	1.39863041622606e+001
2.66066173191831e+001	1.38955676446981e+001
2.32382056541514e+001	1.37878865092813e+001
2.23588691697137e+001	1.37084124294505e+001
2.11789886738607e+001	1.36119172898804e+001
2.02862748595380e+001	1.35494897504172e+001
1.93980201551770e+001	1.34813800308316e+001
1.94515294747168e+001	1.34131938693608e+001
1.85766521002408e+001	1.33280376094074e+001
1.83117809685187e+001	1.32655591086876e+001
1.77285293855346e+001	1.32087882687187e+001
1.77775795951128e+001	1.31462842873705e+001
1.68670293409435e+001	1.31065854683977e+001
1.69294568804067e+001	1.30270349466818e+001
1.66333719789530e+001	1.30043317068199e+001
1.50994381521448e+001	1.29590016689812e+001
1.46009096584322e+001	1.27942694066836e+001
1.37171140640328e+001	1.27204775069753e+001
1.38152144831892e+001	1.25954695442790e+001
1.38776420226523e+001	1.25159190225631e+001
1.39222331222688e+001	1.24590972213375e+001
1.30428966378311e+001	1.23796231415067e+001
1.28181574957638e+001	1.22660050196838e+001
1.19923303308660e+001	1.21183447783822e+001
1.14269151877285e+001	1.20388452179231e+001
1.08704182645144e+001	1.19479812972188e+001
9.98216356015339e+000	1.18798715776331e+001
9.39891197716936e+000	1.18231007376642e+001
7.86497815036119e+000	1.17777706998255e+001
6.33550343351467e+000	1.17267584818642e+001
4.16926781414430e+000	1.16871615854047e+001
2.94925532863640e+000	1.16418060669376e+001
1.41532150182824e+000	1.15964760290989e+001
